NUMERO PEDIDO,NUMERO FACTURA,COD-ART,ESTATUS LINEA,ESTATUS LINEA FDV,CANT PEDIDA,CANTIDAD ART,VENTA DOLARES
P061406426041760527,0076233,09-16-199,DESPACHADO,DESPACHADO,4.0,4.0,5.82
P061406426041760527,0076233,21-01-169,DESPACHADO,DESPACHADO,5.0,5.0,6.79
P061406426041760527,0076233,21-01-179,DESPACHADO,DESPACHADO,4.0,4.0,5.6648
P061406426041760527,0076233,21-01-183,DESPACHADO,DESPACHADO,5.0,5.0,1.455
P061406426041760527,0076233,09-01-063,DESPACHADO,DESPACHADO,4.0,4.0,19.4
P061406426041760527,0076233,09-01-075,DESPACHADO,DESPACHADO,2.0,2.0,9.7
P061406426041760527,0076233,14-01-052,DESPACHADO,DESPACHADO,2.0,2.0,58.82
P061406426041760527,0076235,09-31-028,DESPACHADO,DESPACHADO,4.0,4.0,5.3932
P061406426041760527,0076235,21-01-056,DESPACHADO,DESPACHADO,3.0,3.0,5.7327
P061406426041760527,0076235,21-01-107,DESPACHADO,DESPACHADO,6.0,6.0,4.5978
P061406426041760527,0076235,09-16-154,DESPACHADO,DESPACHADO,2.0,2.0,3.4338
P061406426041760527,0076235,09-16-155,DESPACHADO,DESPACHADO,3.0,3.0,4.2195
P061406426041760527,0076235,09-01-040,DESPACHADO,DESPACHADO,2.0,2.0,9.312
P061406426041760527,0076235,09-04-047,DESPACHADO,DESPACHADO,2.0,2.0,7.275
P061406426041760527,0076235,21-04-012,DESPACHADO,DESPACHADO,2.0,2.0,13.78
P061406426041760527,0076235,21-01-115,DESPACHADO,DESPACHADO,3.0,3.0,6.75
P061406426041760527,0076235,21-04-119,DESPACHADO,DESPACHADO,6.0,6.0,12.0
P061406426041760527,0076235,09-13-218,DESPACHADO,DESPACHADO,7.0,7.0,5.6
P061406426041760527,0076234,21-07-043,DESPACHADO,DESPACHADO,3.0,3.0,7.3623
P061406426041760527,0076234,21-07-047,DESPACHADO,DESPACHADO,2.0,2.0,7.3526
P061406426041760527,0076234,21-04-068,DESPACHADO,DESPACHADO,6.0,6.0,8.6718
P061406426041760527,0076234,21-01-054,DESPACHADO,DESPACHADO,4.0,4.0,3.104
P061406426041760527,0076234,21-01-072,DESPACHADO,DESPACHADO,4.0,4.0,4.9276
P061406426041760527,0076234,21-01-073,DESPACHADO,DESPACHADO,2.0,2.0,2.522
P061406426041760527,0076234,09-04-036,DESPACHADO,DESPACHADO,3.0,3.0,7.566
P061406426041760527,0076234,09-04-037,DESPACHADO,DESPACHADO,2.0,2.0,4.3068
P061406426041760527,0076234,09-04-041,DESPACHADO,DESPACHADO,4.0,4.0,5.1216
P061406426041760527,0076234,09-04-042,DESPACHADO,DESPACHADO,2.0,2.0,2.4444
P061406426041760527,0076234,21-04-004,DESPACHADO,DESPACHADO,2.0,2.0,11.1
P061406426041760527,0076234,21-01-011,DESPACHADO,DESPACHADO,4.0,4.0,19.64
P061406426041760527,0076234,21-10-008,DESPACHADO,DESPACHADO,3.0,3.0,9.84
P061406426041760527,0076234,09-01-008,DESPACHADO,DESPACHADO,10.0,10.0,5.7
P061406426041760527,0076234,09-28-038,DESPACHADO,DESPACHADO,5.0,5.0,21.5
P061406426041760528,0075856,09-13-155,DESPACHADO,DESPACHADO,12.0,12.0,18.042
P005805826041063489,0074991,10-07-176,DESPACHADO,DESPACHADO,3.0,3.0,7.95
P005805826041063489,0074991,10-07-177,DESPACHADO,DESPACHADO,3.0,3.0,7.95
P005805826042963577,0077595,16-25-446,DESPACHADO,DESPACHADO,4.0,4.0,35.32
P005805826042963577,0077595,16-25-570,DESPACHADO,DESPACHADO,27.0,27.0,52.0695
P005805826041063489,0074991,10-13-056,DESPACHADO,DESPACHADO,6.0,6.0,6.96
P005805826041363494,0075352,14-02-024,DESPACHADO,DESPACHADO,5.0,5.0,47.5
P005805826040863465,0074698,12-01-030,DESPACHADO,DESPACHADO,4.0,4.0,3.84
P005805826041063486,0075023,06-10-038,DESPACHADO,DESPACHADO,3.0,3.0,5.22
P005805826040863465,0074698,09-01-059,DESPACHADO,DESPACHADO,2.0,2.0,3.2
P005805826040863465,0074698,09-07-041,DESPACHADO,DESPACHADO,2.0,2.0,7.14
P005805826040863465,0074698,09-07-065,DESPACHADO,DESPACHADO,2.0,2.0,7.0
P005805826042963576,0077544,23-04-008,DESPACHADO,DESPACHADO,2.0,2.0,7.28
P027405726042860836,07006817,17-02-283,DESPACHADO,DESPACHADO,2.0,2.0,12.8
P028028026043064989,07007760,10-49-008,DESPACHADO,DESPACHADO,2.0,2.0,95.82
P027405726041560789,06999678,20-22-006,DESPACHADO,DESPACHADO,2.0,2.0,303.9
P030605726041760167,07000918,13-73-010,DESPACHADO,DESPACHADO,2.0,2.0,11.9
P011511526040860217,06995962,22-43-032,DESPACHADO,DESPACHADO,4.0,4.0,44.52
P011511526040860217,06995962,02-19-026,DESPACHADO,DESPACHADO,5.0,5.0,19.4
P011511526040760208,06995203,10-04-006,DESPACHADO,DESPACHADO,3.0,3.0,432.51
P022021326042360852,07003783,02-43-015,DESPACHADO,DESPACHADO,3.0,3.0,24.78
P027405726041660790,07000062,22-19-000,DESPACHADO,DESPACHADO,20.0,20.0,21.0
P027405726040160740,06994509,16-13-070,DESPACHADO,DESPACHADO,12.0,12.0,17.28
P027405726042060806,07001922,37-16-068,DESPACHADO,DESPACHADO,24.0,24.0,120.3576
P011511526041360245,06998081,13-13-008,DESPACHADO,DESPACHADO,18.0,18.0,67.86
P027405726042360823,07003325,16-01-015,DESPACHADO,DESPACHADO,500.0,500.0,205.0
P027405726042460826,07004224,02-19-023,DESPACHADO,DESPACHADO,20.0,20.0,50.2
P022021326042860877,07006286,04-07-001,DESPACHADO,DESPACHADO,6.0,6.0,33.5232
P022021326042860877,07006286,04-10-002,DESPACHADO,DESPACHADO,6.0,6.0,35.136
P022021326042860877,07006286,04-10-005,DESPACHADO,DESPACHADO,6.0,6.0,91.008
P030605726041760167,07000918,13-88-023,DESPACHADO,DESPACHADO,6.0,6.0,14.22
P030605726041760167,07000918,13-70-008,DESPACHADO,DESPACHADO,6.0,6.0,8.94
P030605726041760167,07000918,13-70-006,DESPACHADO,DESPACHADO,6.0,6.0,8.94
P011511526041560273,06999665,10-19-017,DESPACHADO,DESPACHADO,3.0,3.0,314.07
P011511526050460351,07008578,10-19-017,DESPACHADO,DESPACHADO,3.0,3.0,285.9975
P022021326050460892,07008748,04-43-033,DESPACHADO,DESPACHADO,20.0,20.0,18.4
P027405726041760802,07000635,03-34-044,DESPACHADO,DESPACHADO,50.0,50.0,22.08
P027405726041760802,07000635,01-28-301,DESPACHADO,DESPACHADO,30.0,30.0,15.9
P027405726041760802,07000635,22-07-079,DESPACHADO,DESPACHADO,100.0,100.0,34.0
P040111626040760091,06995658,03-08-068,DESPACHADO,DESPACHADO,14.0,14.0,358.9152
P027405726041760802,07000635,07-07-008,DESPACHADO,DESPACHADO,20.0,20.0,14.2
P027405726041760802,07000635,13-28-020,DESPACHADO,DESPACHADO,12.0,12.0,16.08
P027405726041760802,07000635,12-04-017,DESPACHADO,DESPACHADO,12.0,12.0,33.84
P027405726041760802,07000635,01-28-309,DESPACHADO,DESPACHADO,10.0,10.0,8.7
P027405726041760802,07000635,01-28-310,DESPACHADO,DESPACHADO,10.0,10.0,9.6
P027405726041760802,07000635,22-10-048,DESPACHADO,DESPACHADO,10.0,10.0,15.6
P011511526041360241,06997923,03-34-039,DESPACHADO,DESPACHADO,100.0,100.0,7.0
P011511526041360241,06997923,13-85-000,DESPACHADO,DESPACHADO,8.0,8.0,98.6112
P011511526041360241,06997923,03-34-051,DESPACHADO,DESPACHADO,50.0,50.0,22.08
P011511526041360241,06997923,03-34-021,DESPACHADO,DESPACHADO,50.0,50.0,73.5
P011511526041360241,06997923,03-34-004,DESPACHADO,DESPACHADO,50.0,50.0,31.0
P011511526041360241,06997923,01-07-006,DESPACHADO,DESPACHADO,20.0,20.0,31.2
P011511526041360241,06997923,02-43-006,DESPACHADO,DESPACHADO,6.0,6.0,114.0
P011511526041360241,06997923,13-04-003,DESPACHADO,DESPACHADO,6.0,6.0,42.6
P026211526041360102,06998085,13-46-021,DESPACHADO,DESPACHADO,3.0,3.0,84.72
P026211526041360102,06998085,13-88-018,DESPACHADO,DESPACHADO,9.0,9.0,29.7
P026211526041360102,06998085,37-16-009,DESPACHADO,DESPACHADO,24.0,24.0,85.68
P026211526041360102,06998085,13-91-048,DESPACHADO,DESPACHADO,4.0,4.0,14.84
P011511526041060233,06997130,04-19-075,DESPACHADO,DESPACHADO,2.0,2.0,137.807
P011511526041060233,06997130,04-19-077,DESPACHADO,DESPACHADO,2.0,2.0,137.807
P011511526042860333,07006610,04-19-075,DESPACHADO,DESPACHADO,2.0,2.0,137.807
P011511526042860333,07006610,04-19-077,DESPACHADO,DESPACHADO,2.0,2.0,137.807
P011511526042860333,07006610,04-19-087,DESPACHADO,DESPACHADO,2.0,2.0,137.807
P011511526041060233,06997130,04-19-080,DESPACHADO,DESPACHADO,2.0,2.0,220.666
P011511526041060233,06997130,01-07-000,DESPACHADO,DESPACHADO,20.0,20.0,39.14
P022021326042160846,07002263,22-64-013,DESPACHADO,DESPACHADO,10.0,10.0,328.733
P031319526040960018,06996649,04-61-048,DESPACHADO,DESPACHADO,6.0,6.0,20.94
P031319526040960017,06996895,04-31-021,DESPACHADO,DESPACHADO,2.0,2.0,64.88
P022021326042160845,07002391,22-10-067,DESPACHADO,DESPACHADO,5.0,5.0,25.414
P022021326042160845,07002391,22-10-063,DESPACHADO,DESPACHADO,5.0,5.0,11.834
P027405726042060805,07002086,13-46-145,DESPACHADO,DESPACHADO,6.0,6.0,155.94
P030307426042761432,07006121,30-22-041,DESPACHADO,DESPACHADO,12.0,12.0,4.8
P027405726040960768,06996600,22-10-031,DESPACHADO,DESPACHADO,5.0,5.0,21.05
P027405726040960769,06996472,22-64-009,DESPACHADO,DESPACHADO,5.0,5.0,67.1
P027405726041660796,07000514,03-08-226,DESPACHADO,DESPACHADO,6.0,6.0,315.648
P017817826041766004,07000839,30-25-000,DESPACHADO,DESPACHADO,3.0,3.0,27.783
P017817826041565984,06999778,23-13-004,DESPACHADO,DESPACHADO,12.0,12.0,22.68
P017817826041565984,06999778,01-07-009,DESPACHADO,DESPACHADO,10.0,10.0,7.3
P017817826041565984,06999778,23-22-003,DESPACHADO,DESPACHADO,8.0,8.0,37.28
P017817826041465970,06998737,13-19-118,DESPACHADO,DESPACHADO,2.0,2.0,110.28
P030605726040860161,06995844,16-34-110,DESPACHADO,DESPACHADO,2.0,2.0,101.88
P027405726042360825,07003650,20-31-013,DESPACHADO,DESPACHADO,2.0,2.0,104.04
P027405726042360825,07003650,20-28-000,DESPACHADO,DESPACHADO,2.0,2.0,240.0
P031319526042260034,07002619,20-28-031,DESPACHADO,DESPACHADO,2.0,2.0,164.0
P011511526041360241,06997923,03-22-005,DESPACHADO,DESPACHADO,1.0,1.0,31.53
P015313926042960701,03377373,06-01-093,DESPACHADO,DESPACHADO,1.0,1.0,22.617
P015313926042960701,03377373,07-09-025,DESPACHADO,DESPACHADO,1.0,1.0,18.162
P015313926042960701,03377373,07-06-343,DESPACHADO,DESPACHADO,1.0,1.0,13.84
P015313926041760646,03375144,07-01-367,DESPACHADO,DESPACHADO,1.0,1.0,17.906
P015313926041760646,03375144,01-09-245,DESPACHADO,DESPACHADO,1.0,1.0,12.117
P015313926041760646,03375144,07-01-357,DESPACHADO,DESPACHADO,1.0,1.0,24.273
P015313926041760646,03375144,07-01-338,DESPACHADO,DESPACHADO,1.0,1.0,27.904
P015313926041760646,03375144,07-01-339,DESPACHADO,DESPACHADO,1.0,1.0,29.223
P015313926041760646,03375144,01-15-712,DESPACHADO,DESPACHADO,1.0,1.0,27.278
P015313926041760646,03375144,07-06-706,DESPACHADO,DESPACHADO,1.0,1.0,13.187
P015313926041760646,03375144,01-09-177,DESPACHADO,DESPACHADO,1.0,1.0,17.588
P015313926041760646,03375144,05-01-488,DESPACHADO,DESPACHADO,1.0,1.0,14.216
P015313926041760646,03375144,07-01-011,DESPACHADO,DESPACHADO,1.0,1.0,5.098
P015313926041760646,03375144,07-01-008,DESPACHADO,DESPACHADO,1.0,1.0,7.363
P015313926041760646,03375144,07-01-005,DESPACHADO,DESPACHADO,1.0,1.0,9.758
P015313926041760646,03375145,01-09-070,DESPACHADO,DESPACHADO,1.0,1.0,17.588
P015313926041860650,03375287,01-15-476,DESPACHADO,DESPACHADO,1.0,1.0,22.63
P022021326050460892,07008748,13-19-091,DESPACHADO,DESPACHADO,1.0,1.0,24.91
P022021326050460892,07008748,04-43-060,DESPACHADO,DESPACHADO,1.0,1.0,10.3
P040107426042760159,07005905,17-02-278,DESPACHADO,DESPACHADO,1.0,1.0,9.7
P040107426042760159,07005905,03-15-028,DESPACHADO,DESPACHADO,1.0,1.0,109.21
P040107426042760159,07005905,17-41-017,DESPACHADO,DESPACHADO,1.0,1.0,8.32
P027405726042860836,07006817,30-10-113,DESPACHADO,DESPACHADO,1.0,1.0,11.0
P027405726042860836,07006817,30-10-110,DESPACHADO,DESPACHADO,1.0,1.0,11.0
P028028026043064989,07007760,10-28-003,DESPACHADO,DESPACHADO,1.0,1.0,16.71
P094348226043060061,07007867,12-25-034,DESPACHADO,DESPACHADO,1.0,1.0,10.82
P094348226043060061,07007867,13-19-175,DESPACHADO,DESPACHADO,1.0,1.0,15.08
P094348226043060061,07007867,13-19-129,DESPACHADO,DESPACHADO,1.0,1.0,15.08
P022021326042860877,07006286,04-46-051,DESPACHADO,DESPACHADO,1.0,1.0,86.1984
P015313926042960699,03377103,14-09-396,DESPACHADO,DESPACHADO,1.0,1.0,12.86
P000713926042560099,03376410,01-01-709,DESPACHADO,DESPACHADO,1.0,1.0,92.38
P015313926040960610,03373878,07-06-385,DESPACHADO,DESPACHADO,1.0,1.0,87.91
P027405726040160741,06994554,02-19-024,DESPACHADO,DESPACHADO,1.0,1.0,4.02
P027405726040160741,06994554,02-19-025,DESPACHADO,DESPACHADO,1.0,1.0,6.86
P027405726040160741,06994554,02-19-023,DESPACHADO,DESPACHADO,1.0,1.0,2.51
P027405726040160742,06994510,02-40-061,DESPACHADO,DESPACHADO,1.0,1.0,11.8
P027405726041560787,06999766,03-37-009,DESPACHADO,DESPACHADO,1.0,1.0,185.76
P027405726042960845,07006926,13-37-002,DESPACHADO,DESPACHADO,1.0,1.0,34.19
P094348226041460046,07002399,30-16-126,DESPACHADO,DESPACHADO,1.0,1.0,38.83
P094348226042460078,07004018,13-19-111,DESPACHADO,DESPACHADO,1.0,1.0,24.91
P030605726041360165,06998430,03-28-013,DESPACHADO,DESPACHADO,1.0,1.0,220.37
P030605726042360175,07003652,03-28-013,DESPACHADO,DESPACHADO,1.0,1.0,206.87
P040121326042360226,07003888,13-43-004,DESPACHADO,DESPACHADO,1.0,1.0,81.536
P094348226041360041,06997973,13-19-103,DESPACHADO,DESPACHADO,1.0,1.0,23.72
P094348226041360042,06997974,03-08-068,DESPACHADO,DESPACHADO,1.0,1.0,30.52
P094348226041860066,07000917,30-16-013,DESPACHADO,DESPACHADO,1.0,1.0,15.0
P061406426041760527,0076233,21-04-155,DESPACHADO,DESPACHADO,1.0,1.0,3.783
P061406426041760527,0076233,21-01-191,DESPACHADO,DESPACHADO,1.0,1.0,4.9567
P061406426041760527,0076233,09-13-335,DESPACHADO,DESPACHADO,1.0,1.0,3.8315
P061406426041760527,0076233,09-07-078,DESPACHADO,DESPACHADO,1.0,1.0,4.462
P061406426041760527,0076233,14-04-094,DESPACHADO,DESPACHADO,1.0,1.0,68.0
P061406426041760527,0076233,14-07-072,DESPACHADO,DESPACHADO,1.0,1.0,29.0
P061406426041760527,0076235,21-01-076,DESPACHADO,DESPACHADO,1.0,1.0,11.7661
P061406426041760527,0076235,09-13-116,DESPACHADO,DESPACHADO,1.0,1.0,18.63
P061406426041760527,0076235,09-13-117,DESPACHADO,DESPACHADO,1.0,1.0,18.63
P061406426041760527,0076235,21-04-011,DESPACHADO,DESPACHADO,1.0,1.0,5.74
P061406426041760527,0076235,21-07-015,DESPACHADO,DESPACHADO,1.0,1.0,48.75
P061406426041760527,0076234,09-13-110,DESPACHADO,DESPACHADO,1.0,1.0,18.63
P061406426041760528,0075856,09-13-150,DESPACHADO,DESPACHADO,1.0,1.0,8.1286
P031319526040960017,06996895,04-19-180,DESPACHADO,DESPACHADO,1.0,1.0,147.99
P030307426042761432,07006121,20-28-003,DESPACHADO,DESPACHADO,1.0,1.0,118.99
P030307426042761432,07006121,20-22-006,DESPACHADO,DESPACHADO,1.0,1.0,151.95
P030307426042761432,07006121,30-34-028,DESPACHADO,DESPACHADO,1.0,1.0,4.45
P030307426042761432,07006121,30-10-115,DESPACHADO,DESPACHADO,1.0,1.0,11.0
P030307426042761432,07006121,17-31-047,DESPACHADO,DESPACHADO,1.0,1.0,1.68
P030307426042761432,07006121,22-13-004,DESPACHADO,DESPACHADO,1.0,1.0,14.15
P028028026042264914,07002948,04-19-124,DESPACHADO,DESPACHADO,1.0,1.0,93.62
P027405726041660796,07000514,17-38-032,DESPACHADO,DESPACHADO,1.0,1.0,48.3
P005805826041063489,0074991,21-01-105,DESPACHADO,DESPACHADO,1.0,1.0,24.72
P005805826040863465,0074698,06-19-035,DESPACHADO,DESPACHADO,1.0,1.0,10.9
P005805826041063486,0075023,14-07-072,DESPACHADO,DESPACHADO,1.0,1.0,29.0
P005805826042963576,0077544,14-13-224,DESPACHADO,DESPACHADO,1.0,1.0,34.12
P005805826042963576,0077544,07-34-901,DESPACHADO,DESPACHADO,1.0,1.0,13.0
P017817826041766004,07000839,30-25-002,DESPACHADO,DESPACHADO,1.0,1.0,9.261
P017817826041465970,06998737,13-22-013,DESPACHADO,DESPACHADO,1.0,1.0,33.5
P095606626042860496,07006622,04-19-057,DESPACHADO,DESPACHADO,2.0,2.0,109.896
P095606626042860496,07006622,04-19-059,DESPACHADO,DESPACHADO,1.0,1.0,204.592
P095606626042860496,07006622,04-19-061,DESPACHADO,DESPACHADO,2.0,2.0,409.184
P095606626042860496,07006622,04-19-077,DESPACHADO,DESPACHADO,3.0,3.0,206.7105
P095606626042860496,07006622,04-19-087,DESPACHADO,DESPACHADO,3.0,3.0,206.7105
P095606626042860496,07006622,04-19-152,DESPACHADO,DESPACHADO,2.0,2.0,109.896
P095606626041360430,06998090,22-79-031,DESPACHADO,DESPACHADO,40.0,40.0,15.6
P030606626041660164,06999785,03-26-018,DESPACHADO,DESPACHADO,6.0,6.0,2002.809
P030606626042560187,07004633,03-26-022,DESPACHADO,DESPACHADO,1.0,1.0,684.0
P030606626042560187,07004633,03-26-023,DESPACHADO,DESPACHADO,1.0,1.0,826.5
P030606626043060194,07007587,03-26-023,DESPACHADO,DESPACHADO,2.0,2.0,1653.0
P030606626042160175,07002394,03-08-070,DESPACHADO,DESPACHADO,3.0,3.0,475.2
P030606626042360182,07003953,03-10-026,DESPACHADO,DESPACHADO,3.0,3.0,516.3264
P030606626040860141,06995692,22-61-052,DESPACHADO,DESPACHADO,10.0,10.0,199.31
P030606626040860141,06995692,22-61-051,DESPACHADO,DESPACHADO,12.0,12.0,128.25
P030606626040860141,06995692,22-61-053,DESPACHADO,DESPACHADO,1.0,1.0,38.513
P095606626042160460,07002090,17-02-039,DESPACHADO,DESPACHADO,20.0,20.0,45.98
P095606626042160460,07002090,22-07-066,DESPACHADO,DESPACHADO,1.0,1.0,38.0434
P095606626042160460,07002090,17-02-081,DESPACHADO,DESPACHADO,9.0,9.0,33.687
P095606626042160460,07002090,17-02-082,DESPACHADO,DESPACHADO,20.0,20.0,110.2
P095606626042160460,07002090,17-02-032,DESPACHADO,DESPACHADO,1.0,1.0,44.65
P095606626042160460,07002090,17-02-036,DESPACHADO,DESPACHADO,20.0,20.0,54.15
P095606626042160460,07002090,10-16-103,DESPACHADO,DESPACHADO,1.0,1.0,66.5
P095606626042160460,07002090,22-70-021,DESPACHADO,DESPACHADO,12.0,12.0,43.7664
P095606626042160460,07002090,22-70-082,DESPACHADO,DESPACHADO,12.0,12.0,27.354
P095606626042160460,07002090,22-70-080,DESPACHADO,DESPACHADO,24.0,24.0,31.1952
P095606626042160460,07002090,22-10-050,DESPACHADO,DESPACHADO,10.0,10.0,29.6
P095606626042160460,07002090,13-19-118,DESPACHADO,DESPACHADO,1.0,1.0,57.9
P095606626050560509,07009399,22-43-016,DESPACHADO,DESPACHADO,4.0,4.0,22.892
P095606626050560509,07009399,22-43-025,DESPACHADO,DESPACHADO,4.0,4.0,72.004
P095606626050560509,07009399,22-43-026,DESPACHADO,DESPACHADO,2.0,2.0,37.5584
P095606626050560509,07009399,22-70-003,DESPACHADO,DESPACHADO,10.0,10.0,277.685
P095606626050560509,07009399,22-10-054,DESPACHADO,DESPACHADO,6.0,6.0,45.66
P095606626050560509,07009399,22-10-028,DESPACHADO,DESPACHADO,4.0,4.0,34.36
P013713726042067991,07001549,01-28-239,DESPACHADO,DESPACHADO,20.0,20.0,68.0
P013713726042067991,07001549,22-76-026,DESPACHADO,DESPACHADO,10.0,10.0,164.256
P013713726042067991,07001549,22-76-017,DESPACHADO,DESPACHADO,10.0,10.0,41.4
P015415426040961515,03373806,01-15-225,DESPACHADO,DESPACHADO,1.0,1.0,22.81
P015415426040961515,03373806,06-12-046,DESPACHADO,DESPACHADO,1.0,1.0,41.87
P015415426040961515,03373806,07-01-071,DESPACHADO,DESPACHADO,2.0,2.0,35.7
P015415426040961515,03373806,07-01-371,DESPACHADO,DESPACHADO,1.0,1.0,20.9
P015415426040961515,03373806,07-06-749,DESPACHADO,DESPACHADO,4.0,4.0,51.2
P015415426040961515,03373806,25-03-140,DESPACHADO,DESPACHADO,2.0,2.0,8.22
P061826026040962118,06997016,22-10-000,DESPACHADO,DESPACHADO,12.0,12.0,141.36
P061826026040962119,06996967,22-64-004,DESPACHADO,DESPACHADO,7.0,7.0,312.949
P025315926041061475,06997132,22-10-000,DESPACHADO,DESPACHADO,8.0,8.0,91.264
P025315926050461591,07008944,22-10-021,DESPACHADO,DESPACHADO,16.0,16.0,258.912
P025315926041061475,06997132,22-10-001,DESPACHADO,DESPACHADO,20.0,20.0,146.832
P025315926050461591,07008944,22-10-000,DESPACHADO,DESPACHADO,16.0,16.0,212.1888
P025315926041061475,06997132,22-10-003,DESPACHADO,DESPACHADO,20.0,20.0,386.584
P025315926050461591,07008944,22-10-001,DESPACHADO,DESPACHADO,20.0,20.0,155.868
P025315926050461591,07008944,22-10-003,DESPACHADO,DESPACHADO,12.0,12.0,246.1896
P001911626041360010,06998425,03-26-019,DESPACHADO,DESPACHADO,1.0,1.0,277.0
P001911626041460012,06998634,03-26-019,DESPACHADO,DESPACHADO,1.0,1.0,277.0
P061826026040962117,06996604,22-67-048,DESPACHADO,DESPACHADO,1.0,1.0,147.991
P061826026041462132,06998632,22-67-048,DESPACHADO,DESPACHADO,1.0,1.0,149.5488
P037126026040960012,06996602,22-43-046,DESPACHADO,DESPACHADO,6.0,6.0,42.36
P095606626042860497,07006623,17-02-082,DESPACHADO,DESPACHADO,12.0,12.0,67.944
P030606626042160174,07002003,22-61-054,DESPACHADO,DESPACHADO,5.0,5.0,169.2
P095606626040960420,06997017,03-44-007,DESPACHADO,DESPACHADO,1.0,1.0,25.0515
P095606626040960420,06997017,03-44-002,DESPACHADO,DESPACHADO,2.0,2.0,68.685
P095606626043060505,07007767,17-02-012,DESPACHADO,DESPACHADO,12.0,12.0,77.748
P030606626041560163,06999297,22-43-046,DESPACHADO,DESPACHADO,12.0,12.0,116.16
P030606626042360181,07004015,13-70-002,DESPACHADO,DESPACHADO,12.0,12.0,56.76
P033606626041060048,06997464,22-43-033,DESPACHADO,DESPACHADO,6.0,6.0,273.312
P095606626040960420,06997017,03-44-003,DESPACHADO,DESPACHADO,6.0,6.0,35.454
P095606626040960420,06997017,03-44-001,DESPACHADO,DESPACHADO,5.0,5.0,34.865
P095606626040960412,06996380,22-07-174,DESPACHADO,DESPACHADO,50.0,50.0,42.0
P033606626040960047,06996376,22-07-174,DESPACHADO,DESPACHADO,50.0,50.0,42.0
P095606626040960412,06996380,22-07-176,DESPACHADO,DESPACHADO,30.0,30.0,62.1
P033606626040960047,06996376,22-07-176,DESPACHADO,DESPACHADO,30.0,30.0,62.1
P095606626041060422,06997166,22-70-178,DESPACHADO,DESPACHADO,40.0,40.0,201.02
P030606626041060156,06997135,22-10-157,DESPACHADO,DESPACHADO,40.0,40.0,161.2
P095606626041060423,06997167,13-13-018,DESPACHADO,DESPACHADO,24.0,24.0,74.2632
P095606626041060423,06997167,13-13-019,DESPACHADO,DESPACHADO,24.0,24.0,122.6856
P095606626041060424,06997168,18-43-022,DESPACHADO,DESPACHADO,2.0,2.0,274.7
P095606626042060456,07001552,18-43-022,DESPACHADO,DESPACHADO,2.0,2.0,274.7
P095606626040860408,06996269,18-40-048,DESPACHADO,DESPACHADO,1.0,1.0,70.65
P095606626040860408,06996269,18-40-052,DESPACHADO,DESPACHADO,1.0,1.0,96.15
P095606626042260469,07002955,17-02-032,DESPACHADO,DESPACHADO,4.0,4.0,241.96
P033606626042360050,07003330,30-34-032,DESPACHADO,DESPACHADO,4.0,4.0,111.92
P095606626040860408,06996269,22-07-093,DESPACHADO,DESPACHADO,120.0,120.0,220.8
P010310326042763537,03376600,20-02-070,DESPACHADO,DESPACHADO,11.0,11.0,223.9006
P010310326042763537,03376600,20-02-077,DESPACHADO,DESPACHADO,10.0,10.0,127.106
P010310326042763537,03376600,20-01-248,DESPACHADO,DESPACHADO,1.0,1.0,8.624
P010310326042763537,03376600,20-01-249,DESPACHADO,DESPACHADO,1.0,1.0,7.6342
P010310326041363480,03374301,22-06-014,DESPACHADO,DESPACHADO,2.0,2.0,357.2492
P010310326041363480,03374301,31-09-081,DESPACHADO,DESPACHADO,2.0,2.0,50.48
P010310326042063510,03375454,22-01-120,DESPACHADO,DESPACHADO,24.0,24.0,125.0136
P010310326042063510,03375454,22-01-123,DESPACHADO,DESPACHADO,24.0,24.0,125.0136
P011611626041163499,06997368,03-20-044,DESPACHADO,DESPACHADO,1.0,1.0,87.55
P094348226040660030,06994621,18-43-020,DESPACHADO,DESPACHADO,1.0,1.0,35.86
P061826026050562213,07009397,02-40-056,DESPACHADO,DESPACHADO,1.0,1.0,8.15
P020020026040963391,06996470,10-61-037,DESPACHADO,DESPACHADO,1.0,1.0,133.67
P026220026050460108,07008947,03-58-036,DESPACHADO,DESPACHADO,1.0,1.0,43.65
P094348226042160070,07002623,17-02-032,DESPACHADO,DESPACHADO,1.0,1.0,47.0
P095606626041560440,06999072,13-19-091,DESPACHADO,DESPACHADO,1.0,1.0,23.72
P028028026042164903,07002522,03-27-004,DESPACHADO,DESPACHADO,1.0,1.0,36.04
P094348226042860054,07006822,03-28-012,DESPACHADO,DESPACHADO,1.0,1.0,98.83
P094348226042860054,07006822,30-34-040,DESPACHADO,DESPACHADO,1.0,1.0,18.24
P015415426041561546,03374631,14-09-782,DESPACHADO,DESPACHADO,1.0,1.0,16.47
P015415426041561546,03374631,14-09-781,DESPACHADO,DESPACHADO,1.0,1.0,16.47
P015415426041561546,03374631,15-01-126,DESPACHADO,DESPACHADO,1.0,1.0,11.83
P060819726041860151,0075957,38-01-079,DESPACHADO,DESPACHADO,1.0,1.0,16.29
P020020026050463514,07008943,10-34-005,DESPACHADO,DESPACHADO,1.0,1.0,12.04
P020020026050463514,07008943,03-24-039,DESPACHADO,DESPACHADO,1.0,1.0,34.66
